Date, Time, Temperature (C), Humidity (%)
2020-08-17,14:00:00,23.41,61.38
2020-08-17,14:30:00,23.31,61.44
2020-08-17,15:00:00,22.62,66.96
2020-08-17,15:30:00,22.38,67.16
2020-08-17,16:00:00,22.16,68.08
2020-08-17,16:30:00,22.48,66.11
2020-08-17,17:00:00,22.40,65.73
2020-08-17,17:30:00,22.86,62.77
2020-08-17,18:00:00,22.75,65.62
2020-08-17,18:30:00,22.90,64.12
2020-08-17,19:00:00,23.05,63.74
2020-08-17,19:30:00,22.95,64.57
2020-08-17,20:00:00,22.88,64.82
2020-08-17,20:30:00,22.82,65.53
2020-08-17,21:00:00,22.55,65.47
2020-08-17,21:30:00,22.56,65.27
2020-08-17,22:00:00,22.53,64.57
2020-08-17,22:30:00,22.53,64.05
2020-08-17,23:00:00,22.46,64.18
2020-08-17,23:30:00,22.41,64.34
2020-08-18,00:00:00,22.39,63.74
2020-08-18,00:30:00,22.49,63.67
2020-08-18,01:00:00,22.35,63.76
2020-08-18,01:30:00,22.28,63.95
2020-08-18,02:00:00,22.09,64.39
2020-08-18,02:30:00,21.84,65.22
2020-08-18,03:00:00,21.99,63.65
2020-08-18,03:30:00,21.94,63.66
2020-08-18,04:00:00,21.98,63.61
2020-08-18,04:30:00,21.93,63.64
2020-08-18,05:00:00,21.92,63.62
2020-08-18,05:30:00,21.78,64.56
2020-08-18,06:00:00,21.76,64.69
2020-08-18,06:30:00,21.43,65.88
2020-08-18,07:00:00,21.74,64.11
2020-08-18,07:30:00,21.57,65.64
2020-08-18,08:00:00,21.62,65.11
2020-08-18,08:30:00,21.67,64.99
2020-08-18,09:00:00,21.65,65.38
2020-08-18,09:30:00,21.38,67.67
2020-08-18,10:00:00,21.31,68.18
2020-08-18,10:30:00,21.07,68.68
2020-08-18,11:00:00,21.35,68.17
2020-08-18,11:30:00,21.42,67.40
2020-08-18,12:00:00,21.47,67.49
2020-08-18,12:30:00,21.72,71.16
2020-08-18,13:00:00,21.67,69.15
2020-08-18,13:30:00,21.54,70.24
2020-08-18,14:00:00,21.53,69.77
2020-08-18,14:30:00,21.66,67.77
2020-08-18,15:00:00,21.75,68.50
2020-08-18,15:30:00,21.92,67.65
2020-08-18,16:00:00,21.88,67.57
2020-08-18,16:30:00,22.10,66.22
2020-08-18,17:00:00,22.22,66.14
2020-08-18,17:30:00,21.97,66.79
2020-08-18,18:00:00,21.82,66.97
2020-08-18,18:30:00,21.93,66.58
2020-08-18,19:00:00,21.93,65.98
2020-08-18,19:30:00,21.96,65.37
2020-08-18,20:00:00,21.94,65.24
2020-08-18,20:30:00,21.98,65.35
2020-08-18,21:00:00,21.95,65.81
2020-08-18,21:30:00,21.98,66.06
2020-08-18,22:00:00,21.93,65.72
2020-08-18,22:30:00,22.01,65.27
2020-08-18,23:00:00,21.63,67.33
2020-08-18,23:30:00,21.69,66.62
2020-08-19,00:00:00,21.36,68.97
2020-08-19,00:30:00,21.37,69.53
2020-08-19,01:00:00,21.32,69.39
2020-08-19,01:30:00,21.30,69.23
2020-08-19,02:00:00,21.23,69.55
2020-08-19,02:30:00,21.24,69.25
2020-08-19,03:00:00,21.18,69.68
2020-08-19,03:30:00,21.06,70.15
2020-08-19,04:00:00,21.03,70.24
2020-08-19,04:30:00,21.14,68.54
2020-08-19,05:00:00,20.88,69.74
2020-08-19,05:30:00,20.96,68.77
2020-08-19,06:00:00,21.07,67.15
2020-08-19,06:30:00,20.87,68.39
2020-08-19,07:00:00,20.91,67.71
2020-08-19,07:30:00,20.96,67.23
2020-08-19,08:00:00,21.05,67.20
2020-08-19,08:30:00,21.18,66.34
2020-08-19,09:00:00,21.33,68.36
2020-08-19,09:30:00,21.48,67.33
2020-08-19,10:00:00,21.74,67.77
2020-08-19,10:30:00,22.09,69.23
2020-08-19,11:00:00,22.39,69.41
2020-08-19,11:30:00,22.56,65.87
2020-08-19,12:00:00,22.77,66.46
2020-08-19,12:30:00,23.00,63.99
2020-08-19,13:00:00,23.20,63.02
2020-08-19,13:30:00,23.57,63.72
2020-08-19,14:00:00,23.82,63.99
2020-08-19,14:30:00,24.23,64.03
2020-08-19,15:00:00,24.38,63.22
2020-08-19,15:30:00,24.65,62.66
2020-08-19,16:00:00,25.03,61.34
2020-08-19,16:30:00,25.03,61.57
2020-08-19,17:00:00,24.84,62.35
2020-08-19,17:30:00,24.69,63.19
2020-08-19,18:00:00,24.66,63.72
2020-08-19,18:30:00,24.43,63.94
2020-08-19,19:00:00,24.02,64.18
2020-08-19,19:30:00,24.35,62.62
2020-08-19,20:00:00,24.28,62.44
2020-08-19,20:30:00,24.02,63.31
2020-08-19,21:00:00,23.87,63.36
2020-08-19,21:30:00,23.47,64.49
2020-08-19,22:00:00,23.57,63.78
2020-08-19,22:30:00,23.31,64.79
2020-08-19,23:00:00,23.45,63.73
2020-08-19,23:30:00,23.31,63.79
2020-08-20,00:00:00,23.03,64.30
2020-08-20,00:30:00,23.12,62.78
2020-08-20,01:00:00,22.97,62.24
2020-08-20,01:30:00,22.72,62.31
2020-08-20,02:00:00,22.64,62.23
2020-08-20,02:30:00,22.35,62.33
2020-08-20,03:00:00,22.23,62.07
2020-08-20,03:30:00,22.21,61.64
2020-08-20,04:00:00,22.14,61.57
2020-08-20,04:30:00,22.32,60.84
2020-08-20,05:00:00,22.10,60.49
2020-08-20,05:30:00,22.12,60.09
2020-08-20,06:00:00,21.69,58.19
2020-08-20,06:30:00,21.28,58.63
2020-08-20,07:00:00,21.20,59.98
2020-08-20,07:30:00,21.47,59.93
2020-08-20,08:00:00,21.54,60.16
2020-08-20,08:30:00,21.34,60.95
2020-08-20,09:00:00,21.34,61.57
2020-08-20,09:30:00,21.77,60.43
2020-08-20,10:00:00,21.99,59.60
2020-08-20,10:30:00,22.04,59.59
2020-08-20,11:00:00,22.08,59.23
2020-08-20,11:30:00,22.01,59.21
2020-08-20,12:00:00,22.12,58.61
2020-08-20,12:30:00,22.33,57.78
2020-08-20,13:00:00,22.31,56.87
2020-08-20,13:30:00,22.18,57.23
2020-08-20,14:00:00,22.22,57.64
2020-08-20,14:30:00,22.13,57.81
2020-08-20,15:00:00,22.12,57.77
2020-08-20,15:30:00,22.10,57.82
2020-08-20,16:00:00,22.03,58.04
2020-08-20,16:30:00,21.96,57.47
2020-08-20,17:00:00,21.93,57.51
2020-08-20,17:30:00,21.87,57.59
2020-08-20,18:00:00,21.92,57.49
2020-08-20,18:30:00,21.91,57.21
2020-08-20,19:00:00,21.82,57.07
2020-08-20,19:30:00,21.59,56.60
2020-08-20,20:00:00,21.22,56.67
2020-08-20,20:30:00,21.10,56.49
2020-08-20,21:00:00,21.06,56.33
2020-08-20,21:30:00,20.87,56.56
2020-08-20,22:00:00,20.92,55.67
2020-08-20,22:30:00,20.84,55.33
2020-08-20,23:00:00,20.61,55.49
2020-08-20,23:30:00,20.55,55.32
2020-08-21,00:00:00,20.89,55.18
2020-08-21,00:30:00,20.93,55.26
2020-08-21,01:00:00,20.85,55.16
2020-08-21,01:30:00,20.85,55.36
2020-08-21,02:00:00,20.79,55.05
2020-08-21,02:30:00,20.74,55.04
2020-08-21,03:00:00,20.72,54.96
2020-08-21,03:30:00,20.65,55.13
2020-08-21,04:00:00,20.41,55.01
2020-08-21,04:30:00,20.53,54.62
2020-08-21,05:00:00,20.55,54.43
2020-08-21,05:30:00,20.36,54.62
2020-08-21,06:00:00,20.31,54.80
2020-08-21,06:30:00,20.25,55.30
2020-08-21,07:00:00,20.24,55.86
2020-08-21,07:30:00,20.21,56.08
2020-08-21,08:00:00,20.11,56.29
2020-08-21,08:30:00,19.55,57.88
2020-08-21,09:00:00,19.01,59.94
2020-08-21,09:30:00,19.33,58.51
2020-08-21,10:00:00,19.54,57.91
2020-08-21,10:30:00,20.15,57.22
2020-08-21,11:00:00,20.50,63.00
2020-08-21,11:30:00,19.72,62.21
2020-08-21,12:00:00,20.12,59.69
2020-08-21,12:30:00,20.12,58.85
2020-08-21,13:00:00,19.97,57.98
2020-08-21,13:30:00,19.87,57.48
2020-08-21,14:00:00,19.76,57.25
2020-08-21,14:30:00,19.63,56.50
2020-08-21,15:00:00,19.41,55.74
2020-08-21,15:30:00,18.95,56.11
2020-08-21,16:00:00,18.56,55.90
2020-08-21,16:30:00,18.84,55.05
2020-08-21,17:00:00,18.69,54.36
2020-08-21,17:30:00,19.26,54.41
2020-08-21,18:00:00,19.33,54.86
2020-08-21,18:30:00,19.33,54.49
2020-08-21,19:00:00,19.25,54.70
2020-08-21,19:30:00,19.39,54.51
2020-08-21,20:00:00,19.36,54.65
2020-08-21,20:30:00,19.30,54.39
2020-08-21,21:00:00,19.24,54.49
2020-08-21,21:30:00,19.14,54.38
2020-08-21,22:00:00,19.17,54.17
2020-08-21,22:30:00,19.21,55.83
2020-08-21,23:00:00,19.15,55.28
2020-08-21,23:30:00,19.06,54.59
2020-08-22,00:00:00,19.06,54.52
2020-08-22,00:30:00,18.94,54.31
2020-08-22,01:00:00,18.81,54.09
2020-08-22,01:30:00,18.63,54.02
2020-08-22,02:00:00,18.50,54.15
2020-08-22,02:30:00,18.38,54.23
2020-08-22,03:00:00,18.30,54.34
2020-08-22,03:30:00,18.26,54.42
2020-08-22,04:00:00,18.19,54.57
2020-08-22,04:30:00,18.04,54.85
2020-08-22,05:00:00,17.99,54.79
2020-08-22,05:30:00,17.92,54.82
2020-08-22,06:00:00,17.85,54.95
2020-08-22,06:30:00,17.77,55.08
2020-08-22,07:00:00,17.74,55.00
2020-08-22,07:30:00,17.62,55.13
2020-08-22,08:00:00,17.59,55.10
2020-08-22,08:30:00,17.62,55.10
2020-08-22,09:00:00,17.64,55.10
2020-08-22,09:30:00,17.68,54.86
2020-08-22,10:00:00,17.47,56.84
2020-08-22,10:30:00,17.38,56.85
2020-08-22,11:00:00,17.60,56.96
2020-08-22,11:30:00,17.63,57.67
2020-08-22,12:00:00,17.92,56.25
2020-08-22,12:30:00,17.93,56.08
2020-08-22,13:00:00,17.99,56.35
2020-08-22,13:30:00,18.03,56.86
2020-08-22,14:00:00,18.19,56.81
2020-08-22,14:30:00,18.18,56.61
2020-08-22,15:00:00,18.44,55.93
2020-08-22,15:30:00,18.69,55.67
2020-08-22,16:00:00,19.06,55.77
2020-08-22,16:30:00,19.36,53.78
2020-08-22,17:00:00,19.15,53.82
2020-08-22,17:30:00,18.66,54.88
2020-08-22,18:00:00,18.36,55.58
2020-08-22,18:30:00,18.19,55.71
2020-08-22,19:00:00,17.85,55.74
2020-08-22,19:30:00,17.73,55.59
2020-08-22,20:00:00,18.20,53.87
2020-08-22,20:30:00,18.13,54.32
2020-08-22,21:00:00,18.14,53.35
2020-08-22,21:30:00,18.17,54.64
2020-08-22,22:00:00,18.08,53.71
2020-08-22,22:30:00,17.98,52.62
2020-08-22,23:00:00,17.95,52.62
2020-08-22,23:30:00,17.92,52.94
2020-08-23,00:00:00,17.88,53.05
2020-08-23,00:30:00,17.84,53.23
2020-08-23,01:00:00,17.81,53.73
2020-08-23,01:30:00,17.74,53.89
2020-08-23,02:00:00,17.74,54.09
2020-08-23,02:30:00,17.74,54.22
2020-08-23,03:00:00,17.67,54.29
2020-08-23,03:30:00,17.63,54.00
2020-08-23,04:00:00,17.56,53.41
2020-08-23,04:30:00,17.53,53.14
2020-08-23,05:00:00,17.49,52.75
2020-08-23,05:30:00,17.45,52.56
2020-08-23,06:00:00,17.45,52.59
2020-08-23,06:30:00,17.34,52.48
2020-08-23,07:00:00,17.28,52.54
2020-08-23,07:30:00,17.25,52.33
2020-08-23,08:00:00,17.22,52.58
2020-08-23,08:30:00,17.26,52.80
2020-08-23,09:00:00,17.25,52.86
2020-08-23,09:30:00,17.24,52.82
2020-08-23,10:00:00,17.29,52.70
2020-08-23,10:30:00,17.34,52.72
2020-08-23,11:00:00,17.40,52.78
2020-08-23,11:30:00,17.45,52.62
2020-08-23,12:00:00,17.52,52.49
2020-08-23,12:30:00,17.63,52.20
2020-08-23,13:00:00,18.40,49.76
2020-08-23,13:30:00,18.67,50.27
2020-08-23,14:00:00,18.86,44.68
2020-08-23,14:30:00,19.16,42.24
2020-08-23,15:00:00,19.73,39.76
2020-08-23,15:30:00,20.21,41.37
2020-08-23,16:00:00,20.71,41.90
2020-08-23,16:30:00,21.01,41.78
2020-08-23,17:00:00,21.07,42.06
2020-08-23,17:30:00,20.25,44.09
2020-08-23,18:00:00,20.11,44.50
2020-08-23,18:30:00,19.71,45.80
2020-08-23,19:00:00,19.26,52.07
2020-08-23,19:30:00,19.67,50.39
2020-08-23,20:00:00,19.60,50.44
2020-08-23,20:30:00,19.85,51.56
2020-08-23,21:00:00,19.75,50.76
2020-08-23,21:30:00,19.72,50.80
2020-08-23,22:00:00,19.61,51.04
2020-08-23,22:30:00,19.52,51.28
2020-08-23,23:00:00,19.20,51.91
2020-08-23,23:30:00,19.08,52.24
2020-08-24,00:00:00,19.02,52.40
2020-08-24,00:30:00,18.97,52.50
2020-08-24,01:00:00,18.78,53.24
2020-08-24,01:30:00,18.83,53.00
2020-08-24,02:00:00,18.73,53.42
2020-08-24,02:30:00,18.68,53.43
2020-08-24,03:00:00,18.58,53.70
2020-08-24,03:30:00,18.57,53.56
2020-08-24,04:00:00,18.52,53.80
2020-08-24,04:30:00,18.47,53.88
2020-08-24,05:00:00,18.36,54.01
2020-08-24,05:30:00,18.30,53.97
2020-08-24,06:00:00,18.26,53.91
2020-08-24,06:30:00,18.21,53.84
2020-08-24,07:00:00,18.15,53.72
2020-08-24,07:30:00,18.12,53.72
2020-08-24,08:00:00,18.08,53.56
2020-08-24,08:30:00,18.04,53.27
2020-08-24,09:00:00,18.29,52.69
2020-08-24,09:30:00,18.44,52.12
2020-08-24,10:00:00,18.49,51.46
2020-08-24,10:30:00,18.63,50.59
2020-08-24,11:00:00,18.69,50.21
2020-08-24,11:30:00,18.83,50.69
2020-08-24,12:00:00,19.10,45.51
2020-08-24,12:30:00,19.36,44.62
2020-08-24,13:00:00,19.56,40.57
2020-08-24,13:30:00,19.81,34.47
2020-08-24,14:00:00,19.86,34.15
2020-08-24,14:30:00,20.20,32.10
2020-08-24,15:00:00,20.55,31.98
2020-08-24,15:30:00,21.14,34.30
2020-08-24,16:00:00,21.62,37.39
2020-08-24,16:30:00,22.02,37.87
2020-08-24,17:00:00,21.88,39.30
2020-08-24,17:30:00,21.09,42.18
2020-08-24,18:00:00,21.08,43.19
2020-08-24,18:30:00,21.22,49.94
2020-08-24,19:00:00,21.06,49.93
2020-08-24,19:30:00,20.77,50.18
2020-08-24,20:00:00,20.46,51.10
2020-08-24,20:30:00,20.33,50.58
2020-08-24,21:00:00,20.15,51.71
2020-08-24,21:30:00,20.59,50.36
2020-08-24,22:00:00,20.60,50.58
2020-08-24,22:30:00,20.30,50.93
2020-08-24,23:00:00,20.10,50.98
2020-08-24,23:30:00,19.95,50.85
2020-08-25,00:00:00,19.77,50.55
2020-08-25,00:30:00,19.70,50.61
2020-08-25,01:00:00,19.52,50.79
2020-08-25,01:30:00,19.40,51.08
2020-08-25,02:00:00,19.35,51.05
2020-08-25,02:30:00,19.25,51.21
2020-08-25,03:00:00,19.17,51.06
2020-08-25,03:30:00,19.01,51.12
2020-08-25,04:00:00,19.10,50.79
2020-08-25,04:30:00,19.00,50.64
2020-08-25,05:00:00,18.83,50.89
2020-08-25,05:30:00,18.81,50.88
2020-08-25,06:00:00,18.66,51.02
2020-08-25,06:30:00,18.64,50.98
2020-08-25,07:00:00,18.52,51.04
2020-08-25,07:30:00,18.43,51.18
2020-08-25,08:00:00,18.46,51.36
2020-08-25,08:30:00,18.49,51.67
2020-08-25,09:00:00,18.64,51.23
2020-08-25,09:30:00,18.67,51.43
2020-08-25,10:00:00,19.07,53.33
2020-08-25,10:30:00,19.41,64.54
2020-08-25,11:00:00,19.60,65.83
2020-08-25,11:30:00,19.72,64.03
2020-08-25,12:00:00,19.39,56.52
2020-08-25,12:30:00,19.42,53.72
2020-08-25,13:00:00,19.53,51.04
2020-08-25,13:30:00,19.54,48.70
2020-08-25,14:00:00,19.67,48.37
2020-08-25,14:30:00,19.84,48.26
2020-08-25,15:00:00,20.13,48.54
2020-08-25,15:30:00,20.63,47.42
2020-08-25,16:00:00,21.28,46.35
2020-08-25,16:30:00,21.60,46.02
2020-08-25,17:00:00,21.68,46.33
2020-08-25,17:30:00,20.99,47.88
2020-08-25,18:00:00,20.91,47.82
2020-08-25,18:30:00,20.90,48.60
2020-08-25,19:00:00,20.93,49.45
2020-08-25,19:30:00,20.92,49.67
2020-08-25,20:00:00,21.02,50.34
2020-08-25,20:30:00,20.93,50.40
2020-08-25,21:00:00,20.65,50.56
2020-08-25,21:30:00,20.60,50.18
2020-08-25,22:00:00,20.51,49.99
2020-08-25,22:30:00,20.30,49.63
2020-08-25,23:00:00,20.27,49.39
2020-08-25,23:30:00,20.10,49.00
2020-08-26,00:00:00,20.06,48.88
2020-08-26,00:30:00,19.94,48.71
2020-08-26,01:00:00,19.89,49.03
2020-08-26,01:30:00,19.75,49.37
2020-08-26,02:00:00,19.47,49.92
2020-08-26,02:30:00,19.39,49.80
2020-08-26,03:00:00,19.31,49.52
2020-08-26,03:30:00,19.22,49.59
2020-08-26,04:00:00,19.13,49.63
2020-08-26,04:30:00,19.02,49.66
2020-08-26,05:00:00,19.05,49.61
2020-08-26,05:30:00,18.99,49.79
2020-08-26,06:00:00,18.97,49.73
2020-08-26,06:30:00,18.84,49.73
2020-08-26,07:00:00,18.64,49.99
2020-08-26,07:30:00,18.61,49.53
2020-08-26,08:00:00,18.51,49.68
2020-08-26,08:30:00,18.53,48.90
2020-08-26,09:00:00,18.42,48.22
2020-08-26,09:30:00,18.55,47.05
2020-08-26,10:00:00,18.80,47.25
2020-08-26,10:30:00,18.99,46.35
2020-08-26,11:00:00,19.29,49.41
2020-08-26,11:30:00,19.42,47.13
2020-08-26,12:00:00,19.58,44.59
2020-08-26,12:30:00,19.84,41.65
2020-08-26,13:00:00,19.94,41.18
2020-08-26,13:30:00,20.04,41.13
2020-08-26,14:00:00,20.28,40.41
2020-08-26,14:30:00,20.44,35.38
2020-08-26,15:00:00,20.69,35.08
2020-08-26,15:30:00,21.25,33.57
2020-08-26,16:00:00,21.94,31.40
2020-08-26,16:30:00,22.49,28.07
2020-08-26,17:00:00,22.69,27.62
2020-08-26,17:30:00,21.97,31.44
2020-08-26,18:00:00,21.90,32.94
2020-08-26,18:30:00,21.69,34.12
2020-08-26,19:00:00,21.64,37.04
2020-08-26,19:30:00,21.65,38.36
2020-08-26,20:00:00,21.59,39.30
2020-08-26,20:30:00,21.55,40.13
2020-08-26,21:00:00,21.48,41.26
2020-08-26,21:30:00,21.40,43.77
2020-08-26,22:00:00,21.32,46.12
2020-08-26,22:30:00,21.13,48.56
2020-08-26,23:00:00,21.04,49.52
2020-08-26,23:30:00,21.00,49.47
2020-08-27,00:00:00,20.86,50.18
2020-08-27,00:30:00,20.83,50.95
2020-08-27,01:00:00,20.78,51.00
2020-08-27,01:30:00,20.68,51.33
2020-08-27,02:00:00,20.71,50.53
2020-08-27,02:30:00,20.62,51.21
2020-08-27,03:00:00,20.51,51.29
2020-08-27,03:30:00,20.51,50.94
2020-08-27,04:00:00,20.46,50.65
2020-08-27,04:30:00,20.45,50.54
2020-08-27,05:00:00,20.40,50.58
2020-08-27,05:30:00,20.37,50.37
2020-08-27,06:00:00,20.31,50.34
2020-08-27,06:30:00,20.22,50.37
2020-08-27,07:00:00,20.19,50.34
2020-08-27,07:30:00,20.16,50.37
2020-08-27,08:00:00,20.20,50.37
2020-08-27,08:30:00,20.19,50.27
2020-08-27,09:00:00,20.24,50.09
2020-08-27,09:30:00,20.28,50.82
2020-08-27,10:00:00,20.27,50.25
2020-08-27,10:30:00,20.58,49.85
2020-08-27,11:00:00,20.70,48.73
2020-08-27,11:30:00,20.89,47.75
2020-08-27,12:00:00,21.16,45.84
2020-08-27,12:30:00,21.38,44.64
2020-08-27,13:00:00,21.66,43.00
2020-08-27,13:30:00,21.85,43.02
2020-08-27,14:00:00,22.12,42.50
2020-08-27,14:30:00,22.52,41.29
2020-08-27,15:00:00,22.85,40.60
2020-08-27,15:30:00,23.60,39.33
2020-08-27,16:00:00,24.26,37.24
2020-08-27,16:30:00,24.77,36.04
2020-08-27,17:00:00,24.72,36.95
2020-08-27,17:30:00,24.31,38.06
2020-08-27,18:00:00,24.13,40.50
2020-08-27,18:30:00,24.04,42.65
2020-08-27,19:00:00,23.69,42.90
2020-08-27,19:30:00,23.56,43.06
2020-08-27,20:00:00,23.53,44.37
2020-08-27,20:30:00,23.51,45.40
2020-08-27,21:00:00,23.51,46.61
2020-08-27,21:30:00,23.23,47.41
2020-08-27,22:00:00,23.16,47.73
2020-08-27,22:30:00,23.14,47.66
2020-08-27,23:00:00,22.85,48.07
2020-08-27,23:30:00,22.62,47.95
2020-08-28,00:00:00,22.44,48.44
2020-08-28,00:30:00,22.54,48.47
2020-08-28,01:00:00,22.23,49.60
2020-08-28,01:30:00,22.23,49.72
2020-08-28,02:00:00,22.02,50.48
2020-08-28,02:30:00,21.99,50.73
2020-08-28,03:00:00,21.80,51.24
2020-08-28,03:30:00,21.76,50.91
2020-08-28,04:00:00,21.66,50.76
2020-08-28,04:30:00,21.61,50.48
2020-08-28,05:00:00,21.42,50.92
2020-08-28,05:30:00,21.45,50.46
2020-08-28,06:00:00,21.43,50.71
2020-08-28,06:30:00,21.28,51.32
2020-08-28,07:00:00,21.28,51.39
2020-08-28,07:30:00,21.22,51.98
2020-08-28,08:00:00,21.34,51.49
2020-08-28,08:30:00,21.45,51.79
2020-08-28,09:00:00,21.57,52.27
2020-08-28,09:30:00,21.87,51.06
2020-08-28,10:00:00,22.22,50.32
2020-08-28,10:30:00,22.43,50.72
2020-08-28,11:00:00,22.79,50.51
2020-08-28,11:30:00,22.88,50.01
2020-08-28,12:00:00,23.28,47.14
2020-08-28,12:30:00,23.59,45.35
2020-08-28,13:00:00,23.85,44.80
2020-08-28,13:30:00,23.98,42.04
2020-08-28,14:00:00,24.35,41.79
2020-08-28,14:30:00,24.91,38.64
2020-08-28,15:00:00,25.42,42.15
2020-08-28,15:30:00,25.64,38.44
2020-08-28,16:00:00,26.19,37.31
2020-08-28,16:30:00,26.39,37.02
2020-08-28,17:00:00,26.15,38.45
2020-08-28,17:30:00,26.09,39.85
2020-08-28,18:00:00,25.69,42.71
2020-08-28,18:30:00,25.56,42.74
2020-08-28,19:00:00,25.48,42.92
2020-08-28,19:30:00,25.28,43.29
2020-08-28,20:00:00,25.25,44.11
2020-08-28,20:30:00,25.03,44.35
2020-08-28,21:00:00,24.95,44.45
2020-08-28,21:30:00,24.97,46.58
2020-08-28,22:00:00,24.75,46.57
2020-08-28,22:30:00,24.72,47.44
2020-08-28,23:00:00,24.62,47.44
2020-08-28,23:30:00,24.34,47.96
2020-08-29,00:00:00,24.26,48.20
2020-08-29,00:30:00,24.12,48.69
2020-08-29,01:00:00,23.98,48.89
2020-08-29,01:30:00,23.96,48.32
2020-08-29,02:00:00,23.87,47.96
2020-08-29,02:30:00,23.75,47.88
2020-08-29,03:00:00,23.62,47.23
2020-08-29,03:30:00,23.49,46.76
2020-08-29,04:00:00,23.41,46.73
2020-08-29,04:30:00,23.12,47.22
2020-08-29,05:00:00,23.12,47.35
2020-08-29,05:30:00,23.00,47.99
2020-08-29,06:00:00,22.88,48.35
2020-08-29,06:30:00,22.52,49.18
2020-08-29,07:00:00,22.57,49.23
2020-08-29,07:30:00,22.80,48.89
2020-08-29,08:00:00,23.01,48.87
2020-08-29,08:30:00,22.91,50.02
2020-08-29,09:00:00,23.24,49.73
2020-08-29,09:30:00,24.02,52.86
2020-08-29,10:00:00,24.30,50.87
2020-08-29,10:30:00,24.49,49.02
2020-08-29,11:00:00,24.63,45.90
2020-08-29,11:30:00,24.45,45.73
2020-08-29,12:00:00,24.64,44.01
2020-08-29,12:30:00,24.87,42.80
2020-08-29,13:00:00,24.87,42.75
2020-08-29,13:30:00,25.14,40.91
2020-08-29,14:00:00,25.17,40.75
2020-08-29,14:30:00,25.71,38.67
2020-08-29,15:00:00,26.06,37.09
2020-08-29,15:30:00,26.27,36.95
2020-08-29,16:00:00,26.64,36.29
2020-08-29,16:30:00,26.99,35.60
2020-08-29,17:00:00,26.90,36.30
2020-08-29,17:30:00,26.50,37.63
2020-08-29,18:00:00,26.31,39.46
2020-08-29,18:30:00,26.23,40.63
2020-08-29,19:00:00,26.15,41.36
2020-08-29,19:30:00,26.06,41.65
2020-08-29,20:00:00,26.16,41.98
2020-08-29,20:30:00,26.15,42.15
2020-08-29,21:00:00,25.92,43.36
2020-08-29,21:30:00,25.97,43.11
2020-08-29,22:00:00,25.60,43.36
2020-08-29,22:30:00,25.71,40.37
2020-08-29,23:00:00,25.61,40.25
2020-08-29,23:30:00,25.51,40.42
2020-08-30,00:00:00,25.18,42.23
2020-08-30,00:30:00,25.10,43.37
2020-08-30,01:00:00,24.98,44.19
2020-08-30,01:30:00,24.94,44.20
2020-08-30,02:00:00,24.84,43.81
2020-08-30,02:30:00,24.68,43.44
2020-08-30,03:00:00,24.53,43.19
2020-08-30,03:30:00,24.47,44.19
2020-08-30,04:00:00,24.38,44.67
2020-08-30,04:30:00,24.20,44.98
2020-08-30,05:00:00,24.19,44.50
2020-08-30,05:30:00,23.99,44.33
2020-08-30,06:00:00,23.92,44.45
2020-08-30,06:30:00,23.84,44.90
2020-08-30,07:00:00,23.71,45.74
2020-08-30,07:30:00,23.73,45.27
2020-08-30,08:00:00,23.68,43.65
2020-08-30,08:30:00,23.96,43.13
2020-08-30,09:00:00,24.20,42.65
2020-08-30,09:30:00,24.50,41.72
2020-08-30,10:00:00,24.65,41.98
2020-08-30,10:30:00,25.22,48.44
2020-08-30,11:00:00,25.24,46.23
2020-08-30,11:30:00,25.30,42.18
2020-08-30,12:00:00,25.53,39.58
2020-08-30,12:30:00,25.64,38.56
2020-08-30,13:00:00,25.94,36.56
2020-08-30,13:30:00,26.25,35.77
2020-08-30,14:00:00,26.30,34.76
2020-08-30,14:30:00,26.54,34.82
2020-08-30,15:00:00,26.81,34.32
2020-08-30,15:30:00,27.35,33.51
2020-08-30,16:00:00,27.79,32.00
2020-08-30,16:30:00,28.03,32.05
2020-08-30,17:00:00,27.97,32.83
2020-08-30,17:30:00,27.54,35.05
2020-08-30,18:00:00,27.44,35.84
2020-08-30,18:30:00,27.32,36.20
2020-08-30,19:00:00,27.22,37.00
2020-08-30,19:30:00,27.15,37.91
2020-08-30,20:00:00,27.06,38.00
2020-08-30,20:30:00,26.98,38.39
2020-08-30,21:00:00,26.96,38.56
2020-08-30,21:30:00,26.86,38.33
2020-08-30,22:00:00,26.64,39.28
2020-08-30,22:30:00,26.55,40.09
2020-08-30,23:00:00,26.40,40.91
2020-08-30,23:30:00,26.32,41.22
2020-08-31,00:00:00,26.21,40.52
2020-08-31,00:30:00,26.09,43.77
2020-08-31,01:00:00,26.04,46.17
2020-08-31,01:30:00,25.72,49.47
2020-08-31,02:00:00,25.66,49.05
2020-08-31,02:30:00,25.47,50.62
2020-08-31,03:00:00,25.30,51.05
2020-08-31,03:30:00,25.07,51.43
2020-08-31,04:00:00,24.93,51.68
2020-08-31,04:30:00,24.79,51.74
2020-08-31,05:00:00,24.53,51.89
2020-08-31,05:30:00,24.21,52.43
2020-08-31,06:00:00,24.19,52.12
2020-08-31,06:30:00,23.97,52.85
2020-08-31,07:00:00,23.89,53.62
2020-08-31,07:30:00,23.89,54.01
2020-08-31,08:00:00,23.86,54.26
2020-08-31,08:30:00,24.08,53.70
2020-08-31,09:00:00,24.23,53.56
2020-08-31,09:30:00,24.36,53.10
2020-08-31,10:00:00,24.59,52.32
